Date,City,State,AQI,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity_%,Wind_kmph,Rainfall_mm,Traffic_Index,Industrial_Index,Population_Density,Season,AQI_Category,Health_Advisory
2023-05-06,Lucknow,Uttar Pradesh,365,111.1,241.9,10.4,60.1,1.8,157.9,38.9,92,14.8,63.3,26,74,28832,Monsoon,Very Poor,Stay indoors
2023-03-27,Jaipur,Rajasthan,306,224.3,312.8,7.8,38.5,1.69,12.1,42.8,39,12.2,52.0,95,40,1527,Autumn,Very Poor,Stay indoors
2023-02-03,Hyderabad,Telangana,131,28.0,308.9,67.3,42.6,1.89,79.7,16.7,30,21.2,88.5,100,11,21574,Winter,Moderate,Sensitive groups caution
2023-05-26,Ahmedabad,Gujarat,201,175.5,287.3,69.8,64.0,0.63,76.3,28.3,77,19.3,81.3,79,84,11759,Monsoon,Poor,Limit outdoor activity
2023-08-12,Pune,Maharashtra,208,240.9,108.4,57.2,70.2,0.64,136.4,31.8,30,20.6,41.3,22,39,27367,Autumn,Poor,Limit outdoor activity
2024-03-29,Patna,Bihar,143,26.1,209.8,33.4,20.8,2.05,146.6,44.6,32,21.8,111.1,65,69,29411,Autumn,Moderate,Sensitive groups caution
2023-10-05,Pune,Maharashtra,305,142.7,43.1,10.6,38.7,1.61,73.5,16.4,59,25.4,105.4,78,60,8821,Autumn,Very Poor,Stay indoors
2023-11-28,Chandigarh,Chandigarh,77,16.8,76.5,27.7,69.8,2.84,161.3,17.6,57,9.0,92.0,81,92,18932,Summer,Satisfactory,Normal
2023-11-20,Hyderabad,Telangana,185,233.4,20.5,68.8,40.6,2.82,121.5,37.5,58,28.4,39.6,26,56,14415,Summer,Moderate,Sensitive groups caution
2025-01-18,Bengaluru,Karnataka,143,78.2,177.7,40.5,7.4,0.25,88.6,43.6,86,27.7,93.1,62,70,25505,Summer,Moderate,Sensitive groups caution
2023-09-17,Chandigarh,Chandigarh,185,72.4,30.9,87.4,62.7,2.88,92.7,26.6,50,29.5,115.3,52,97,15476,Summer,Moderate,Sensitive groups caution
2023-09-18,Chandigarh,Chandigarh,438,147.5,319.1,42.1,50.6,0.32,73.3,22.9,73,6.4,85.8,99,53,7667,Winter,Severe,Stay indoors
2025-11-18,Hyderabad,Telangana,421,130.5,105.7,112.3,56.1,0.73,31.3,22.9,57,11.8,4.0,42,76,13872,Autumn,Severe,Stay indoors
2023-06-19,Kolkata,West Bengal,271,40.9,268.6,107.9,18.8,0.73,153.2,43.7,64,25.7,19.5,24,90,23956,Monsoon,Poor,Limit outdoor activity
2025-09-08,Kolkata,West Bengal,78,122.3,168.9,66.4,59.1,1.38,32.3,42.2,27,29.8,20.3,46,66,17100,Monsoon,Satisfactory,Normal
2025-06-07,Jaipur,Rajasthan,273,96.9,203.1,116.0,59.5,0.81,33.7,10.3,78,15.5,86.4,53,42,18059,Autumn,Poor,Limit outdoor activity
2024-11-30,Pune,Maharashtra,441,177.9,224.0,29.5,31.8,1.91,172.9,31.2,64,21.5,3.4,85,63,21439,Winter,Severe,Stay indoors
2024-11-08,Delhi,Delhi,250,147.9,221.3,62.1,6.6,0.34,148.8,43.2,56,6.3,109.9,83,34,21437,Summer,Poor,Limit outdoor activity
2025-10-04,Mumbai,Maharashtra,278,109.7,234.2,92.5,37.4,0.39,40.9,22.3,85,15.8,37.9,24,19,2567,Monsoon,Poor,Limit outdoor activity
2025-08-05,Chennai,Tamil Nadu,91,91.4,180.0,39.4,32.6,0.88,81.2,23.3,39,10.4,64.4,99,23,18493,Autumn,Satisfactory,Normal
2024-04-19,Ahmedabad,Gujarat,105,139.7,22.5,85.3,40.5,2.83,16.6,44.0,55,16.7,1.6,31,55,23188,Monsoon,Moderate,Sensitive groups caution
2023-11-23,Lucknow,Uttar Pradesh,150,180.9,198.0,96.1,5.9,0.53,75.6,15.6,95,6.2,98.0,62,39,2914,Summer,Moderate,Sensitive groups caution
2025-04-19,Ahmedabad,Gujarat,247,224.8,308.9,78.4,62.1,0.73,32.1,41.6,27,23.8,33.2,84,72,7982,Monsoon,Poor,Limit outdoor activity
2024-08-25,Patna,Bihar,59,232.2,158.7,5.2,64.5,0.62,84.8,37.7,54,14.6,42.2,37,74,23541,Monsoon,Satisfactory,Normal
2024-09-29,Chandigarh,Chandigarh,406,201.1,314.6,13.2,37.9,1.56,141.5,40.1,56,16.0,87.3,74,20,1994,Winter,Severe,Stay indoors
2023-06-17,Kolkata,West Bengal,104,217.2,54.6,47.1,35.8,3.31,86.3,23.7,74,1.5,72.8,76,100,11691,Winter,Moderate,Sensitive groups caution
2024-01-31,Patna,Bihar,397,170.0,340.3,86.3,76.2,1.67,91.0,24.1,42,12.4,11.2,78,95,12190,Monsoon,Very Poor,Stay indoors
2023-08-30,Chennai,Tamil Nadu,296,164.8,111.1,72.6,22.9,3.18,99.5,20.1,46,24.6,40.3,66,50,4033,Autumn,Poor,Limit outdoor activity
2025-11-09,Lucknow,Uttar Pradesh,360,126.8,143.4,7.4,65.1,1.13,89.4,43.9,83,28.6,107.2,40,53,23747,Winter,Very Poor,Stay indoors
2024-08-11,Jaipur,Rajasthan,313,205.2,71.5,49.2,26.5,2.24,112.1,25.0,42,23.7,110.0,54,10,27890,Winter,Very Poor,Stay indoors
2025-01-06,Bengaluru,Karnataka,379,60.6,207.3,50.0,28.5,1.29,71.1,22.9,65,1.3,30.2,90,22,7562,Autumn,Very Poor,Stay indoors
2025-01-17,Delhi,Delhi,85,148.0,285.4,49.8,64.6,3.23,156.9,28.0,91,24.3,60.1,25,83,11750,Monsoon,Satisfactory,Normal
2025-08-21,Lucknow,Uttar Pradesh,424,44.1,53.0,64.2,27.5,2.06,177.0,27.6,66,9.0,22.0,97,34,22858,Summer,Severe,Stay indoors
2024-09-07,Chandigarh,Chandigarh,211,84.1,45.2,39.1,30.9,0.67,10.0,21.1,49,3.5,50.1,87,39,9959,Summer,Poor,Limit outdoor activity
2023-10-29,Kolkata,West Bengal,191,120.9,101.6,38.6,54.2,3.03,12.1,35.4,95,8.0,11.6,80,66,24175,Autumn,Moderate,Sensitive groups caution
2025-07-17,Mumbai,Maharashtra,230,175.8,78.5,35.4,16.6,0.48,125.8,29.7,37,7.0,106.2,58,95,22005,Winter,Poor,Limit outdoor activity
2023-11-12,Patna,Bihar,312,81.3,90.0,56.4,40.6,1.37,160.8,22.2,88,3.7,63.9,89,91,3932,Monsoon,Very Poor,Stay indoors
2025-10-04,Jaipur,Rajasthan,428,156.7,139.6,63.3,71.8,1.78,39.5,21.3,21,5.4,85.5,57,91,24146,Monsoon,Severe,Stay indoors
2025-03-24,Hyderabad,Telangana,211,25.9,142.3,69.0,17.8,2.77,49.0,33.2,37,10.1,53.6,78,49,22535,Winter,Poor,Limit outdoor activity
2023-10-21,Delhi,Delhi,234,180.5,313.0,16.6,16.6,1.79,176.7,18.7,82,6.2,67.9,43,14,741,Monsoon,Poor,Limit outdoor activity
2024-08-08,Lucknow,Uttar Pradesh,333,83.2,26.4,33.5,50.8,0.65,135.3,35.9,49,27.4,63.8,99,85,23123,Autumn,Very Poor,Stay indoors
2023-02-23,Ahmedabad,Gujarat,212,187.4,338.0,40.2,77.1,1.22,116.1,35.4,87,29.0,101.5,72,35,24771,Autumn,Poor,Limit outdoor activity
2025-11-29,Pune,Maharashtra,392,236.5,54.2,21.2,75.8,2.52,98.1,40.8,69,23.2,46.3,22,14,1186,Monsoon,Very Poor,Stay indoors
2024-02-24,Hyderabad,Telangana,298,173.7,205.8,119.4,6.6,0.88,37.6,22.1,37,20.3,48.0,59,18,22220,Monsoon,Poor,Limit outdoor activity
2023-06-23,Patna,Bihar,414,106.5,335.0,22.8,15.1,2.68,100.1,13.6,47,5.8,114.8,98,30,11429,Monsoon,Severe,Stay indoors
2025-11-07,Chennai,Tamil Nadu,357,243.8,220.4,55.1,65.6,1.89,146.6,25.0,87,11.0,24.0,46,56,24556,Winter,Very Poor,Stay indoors
2023-04-26,Chennai,Tamil Nadu,48,106.5,76.4,38.2,16.4,3.27,60.0,28.6,31,7.9,83.3,74,75,20418,Winter,Good,Normal
2025-12-28,Mumbai,Maharashtra,323,63.5,254.6,94.6,55.6,2.18,124.8,37.2,64,25.9,109.6,82,20,2492,Autumn,Very Poor,Stay indoors
2023-06-06,Ahmedabad,Gujarat,86,93.4,180.0,37.4,79.8,1.43,17.7,25.7,72,16.5,96.9,96,99,27821,Monsoon,Satisfactory,Normal
2025-10-15,Delhi,Delhi,286,218.9,261.6,24.0,41.4,2.07,91.9,41.2,44,19.4,47.5,54,60,15094,Monsoon,Poor,Limit outdoor activity
2023-02-26,Patna,Bihar,271,68.0,280.9,20.6,29.7,1.75,37.6,35.7,34,27.9,34.6,26,14,5191,Summer,Poor,Limit outdoor activity
2025-01-31,Delhi,Delhi,318,247.7,319.3,15.8,21.1,2.68,85.2,23.8,83,18.5,32.3,85,22,11124,Winter,Very Poor,Stay indoors
2025-01-04,Hyderabad,Telangana,189,213.5,270.6,70.9,45.8,1.53,145.7,33.2,61,11.0,102.4,21,66,13274,Winter,Moderate,Sensitive groups caution
2025-09-25,Kolkata,West Bengal,133,84.0,124.7,31.6,49.4,1.72,148.6,15.7,74,15.4,17.6,52,92,28583,Summer,Moderate,Sensitive groups caution
2025-02-21,Ahmedabad,Gujarat,279,105.8,267.4,91.6,15.5,2.92,57.7,15.5,62,7.4,56.2,59,37,1145,Autumn,Poor,Limit outdoor activity
2025-03-26,Chennai,Tamil Nadu,114,172.2,317.7,54.4,14.3,0.5,56.9,39.7,41,11.8,69.3,80,73,7629,Summer,Moderate,Sensitive groups caution
2023-09-27,Hyderabad,Telangana,345,104.1,218.6,40.2,73.4,3.35,74.7,14.9,60,27.0,58.6,20,71,21843,Autumn,Very Poor,Stay indoors
2023-01-24,Ahmedabad,Gujarat,422,10.3,93.4,37.1,13.5,1.52,174.9,14.9,76,13.5,29.3,72,88,21417,Summer,Severe,Stay indoors
2025-12-26,Bengaluru,Karnataka,394,222.8,235.0,108.5,50.8,3.48,39.9,41.5,84,25.3,24.9,45,60,24520,Autumn,Very Poor,Stay indoors
2025-11-13,Lucknow,Uttar Pradesh,83,134.3,98.6,27.8,64.5,1.75,104.4,33.9,59,25.2,60.6,52,84,4903,Winter,Satisfactory,Normal
2025-02-12,Delhi,Delhi,128,151.2,339.8,52.0,41.9,0.27,45.8,42.5,76,4.1,8.3,74,36,953,Winter,Moderate,Sensitive groups caution
2024-12-19,Bengaluru,Karnataka,149,131.7,144.2,36.6,63.1,1.03,111.7,44.4,34,5.7,71.0,82,21,2373,Monsoon,Moderate,Sensitive groups caution
2023-12-04,Delhi,Delhi,398,243.1,317.1,84.3,36.5,2.44,123.3,41.1,59,11.7,82.0,67,12,23771,Autumn,Very Poor,Stay indoors
2024-10-04,Jaipur,Rajasthan,164,240.5,151.6,89.3,3.3,2.93,148.5,28.9,63,6.3,82.0,68,37,17180,Winter,Moderate,Sensitive groups caution
2023-09-26,Kolkata,West Bengal,333,156.9,322.0,102.9,31.4,0.86,30.0,18.2,92,6.1,21.7,99,68,26909,Summer,Very Poor,Stay indoors
2024-02-06,Mumbai,Maharashtra,385,217.3,225.0,64.6,23.1,2.96,29.9,34.3,61,15.5,29.8,72,72,8373,Winter,Very Poor,Stay indoors
2025-08-04,Patna,Bihar,380,209.9,90.3,63.0,44.4,1.54,84.3,23.7,79,20.4,71.7,32,13,25317,Winter,Very Poor,Stay indoors
2025-03-25,Pune,Maharashtra,188,71.3,41.5,56.2,7.9,2.98,108.3,11.8,43,23.4,45.6,90,39,15746,Monsoon,Moderate,Sensitive groups caution
2023-09-15,Lucknow,Uttar Pradesh,59,91.9,273.7,48.0,77.9,2.17,72.0,10.0,78,6.4,18.1,86,40,24698,Monsoon,Satisfactory,Normal
2025-07-31,Mumbai,Maharashtra,149,58.9,216.5,79.3,37.7,1.5,116.2,10.2,50,3.6,80.1,59,31,25382,Winter,Moderate,Sensitive groups caution
2024-06-15,Ahmedabad,Gujarat,315,58.3,180.5,80.9,71.3,1.5,167.8,28.4,24,23.0,83.7,36,16,13777,Monsoon,Very Poor,Stay indoors
2025-02-15,Mumbai,Maharashtra,180,56.2,44.6,44.4,48.2,3.42,71.3,41.3,93,14.0,48.1,91,84,16359,Autumn,Moderate,Sensitive groups caution
2023-09-28,Bengaluru,Karnataka,180,223.7,188.1,99.8,62.8,2.32,73.8,10.4,23,5.7,63.1,77,90,25088,Summer,Moderate,Sensitive groups caution
2024-04-21,Lucknow,Uttar Pradesh,350,59.1,241.8,100.5,50.0,2.19,130.5,37.5,73,4.1,35.8,81,99,21978,Monsoon,Very Poor,Stay indoors
2024-12-05,Pune,Maharashtra,225,87.3,126.0,18.0,7.9,3.31,177.9,16.7,36,26.0,98.6,80,87,11423,Autumn,Poor,Limit outdoor activity
2025-01-10,Pune,Maharashtra,106,84.3,311.3,10.4,77.4,0.95,92.5,43.4,22,16.8,100.3,22,10,1555,Monsoon,Moderate,Sensitive groups caution
2023-03-26,Ahmedabad,Gujarat,417,198.3,271.7,109.9,21.9,1.99,98.1,12.6,29,28.0,44.3,77,66,27411,Summer,Severe,Stay indoors
2025-08-28,Mumbai,Maharashtra,292,167.7,106.8,97.8,25.0,1.6,60.9,11.5,69,15.5,118.8,69,53,23247,Monsoon,Poor,Limit outdoor activity
2025-06-22,Chandigarh,Chandigarh,159,58.7,119.9,36.4,15.3,1.75,119.6,27.7,21,4.8,0.6,37,44,19700,Autumn,Moderate,Sensitive groups caution
2024-08-24,Chennai,Tamil Nadu,368,164.2,257.3,11.5,5.5,3.03,127.0,36.2,58,16.4,50.9,52,43,19132,Autumn,Very Poor,Stay indoors
2024-02-21,Patna,Bihar,118,79.7,238.8,74.7,69.8,1.35,169.2,39.5,20,4.4,11.4,47,51,27440,Summer,Moderate,Sensitive groups caution
2025-06-01,Lucknow,Uttar Pradesh,160,71.2,241.6,78.0,74.4,1.91,62.1,41.8,63,26.4,92.7,86,18,27479,Summer,Moderate,Sensitive groups caution
2023-10-01,Kolkata,West Bengal,398,235.7,179.3,102.9,28.3,2.39,23.0,35.4,31,4.0,38.7,66,63,18865,Summer,Very Poor,Stay indoors
2023-08-14,Delhi,Delhi,39,152.6,313.8,60.7,68.2,3.36,61.7,17.1,59,12.5,97.0,58,12,24214,Winter,Good,Normal
2023-07-21,Delhi,Delhi,332,21.2,280.4,5.3,20.0,3.35,148.2,34.3,33,19.6,3.1,48,18,4177,Summer,Very Poor,Stay indoors
2024-03-19,Bengaluru,Karnataka,101,153.1,310.0,11.9,40.3,1.1,153.5,44.6,20,4.6,58.1,29,13,8053,Monsoon,Moderate,Sensitive groups caution
2024-07-17,Mumbai,Maharashtra,169,150.1,108.6,10.0,58.2,2.31,27.0,42.3,71,2.1,27.0,53,90,26069,Summer,Moderate,Sensitive groups caution
2025-12-09,Hyderabad,Telangana,278,115.5,324.8,59.3,4.7,1.39,132.7,30.0,66,8.7,67.3,39,41,26269,Summer,Poor,Limit outdoor activity
2025-04-12,Kolkata,West Bengal,103,67.9,45.3,47.9,50.0,1.75,29.5,25.5,94,5.7,55.0,31,53,18023,Winter,Moderate,Sensitive groups caution
2025-04-16,Hyderabad,Telangana,205,102.2,161.2,25.6,9.5,2.11,154.7,29.1,54,22.8,47.5,79,15,24517,Monsoon,Poor,Limit outdoor activity
2024-06-04,Patna,Bihar,72,220.6,303.0,104.1,63.2,2.7,152.5,19.2,52,4.5,31.9,94,34,947,Winter,Satisfactory,Normal
2025-07-01,Delhi,Delhi,360,46.8,133.1,54.9,80.0,2.53,172.7,19.5,50,6.1,56.4,34,12,9277,Monsoon,Very Poor,Stay indoors
2024-04-24,Lucknow,Uttar Pradesh,166,45.6,111.5,68.8,46.1,0.67,44.0,32.9,57,23.8,49.7,80,31,14959,Winter,Moderate,Sensitive groups caution
2025-09-19,Patna,Bihar,448,81.1,85.6,99.9,70.6,1.59,27.1,11.9,53,13.2,95.9,92,12,10202,Winter,Severe,Stay indoors
2023-05-21,Kolkata,West Bengal,244,125.0,145.3,75.9,32.1,0.73,21.1,12.1,85,11.8,77.5,26,49,9399,Autumn,Poor,Limit outdoor activity
2025-10-02,Pune,Maharashtra,101,245.7,311.6,31.7,21.3,2.95,149.0,37.7,25,24.5,92.2,66,17,15502,Winter,Moderate,Sensitive groups caution
2024-04-12,Mumbai,Maharashtra,199,94.5,132.4,15.4,50.0,1.21,39.6,34.0,39,2.4,42.4,27,14,29442,Monsoon,Moderate,Sensitive groups caution
2024-08-22,Ahmedabad,Gujarat,431,136.2,303.5,61.7,69.6,1.8,84.6,29.2,47,16.3,34.4,48,89,5583,Autumn,Severe,Stay indoors
2023-03-15,Lucknow,Uttar Pradesh,180,108.5,291.8,99.0,7.8,2.01,60.3,31.9,74,12.8,99.5,61,61,19034,Monsoon,Moderate,Sensitive groups caution
2024-07-21,Ahmedabad,Gujarat,322,235.6,326.7,44.1,78.7,2.31,105.7,12.8,76,18.4,52.7,36,24,785,Autumn,Very Poor,Stay indoors
2025-01-11,Chennai,Tamil Nadu,312,68.6,260.4,111.3,31.4,1.72,11.6,41.0,92,26.1,94.0,70,52,16763,Summer,Very Poor,Stay indoors
2023-05-24,Bengaluru,Karnataka,325,47.5,297.6,52.0,35.2,2.5,60.7,36.2,30,26.1,65.6,81,98,25665,Summer,Very Poor,Stay indoors
2024-08-30,Delhi,Delhi,435,61.3,85.6,68.6,26.5,2.73,102.1,36.0,47,8.0,104.5,99,35,19263,Monsoon,Severe,Stay indoors
2025-05-13,Bengaluru,Karnataka,275,213.4,185.0,34.7,64.4,1.59,121.8,23.6,48,19.3,118.5,29,65,17624,Autumn,Poor,Limit outdoor activity
2023-03-17,Patna,Bihar,37,175.2,294.4,41.9,50.4,1.77,130.4,29.9,24,25.2,46.0,91,41,9845,Autumn,Good,Normal
2024-02-19,Delhi,Delhi,204,217.4,265.2,58.0,70.8,2.23,82.1,16.4,42,11.9,85.6,33,55,7312,Winter,Poor,Limit outdoor activity
2024-09-01,Delhi,Delhi,276,228.8,282.2,6.2,22.9,0.38,44.9,28.0,71,24.8,8.7,83,42,11928,Monsoon,Poor,Limit outdoor activity
2023-10-18,Chennai,Tamil Nadu,376,173.0,117.3,110.3,34.7,3.06,18.9,31.9,80,15.3,59.1,96,70,5067,Autumn,Very Poor,Stay indoors
2025-03-14,Mumbai,Maharashtra,405,191.5,62.7,102.4,10.5,2.32,101.3,42.3,22,22.6,51.9,29,20,27872,Monsoon,Severe,Stay indoors
2025-02-01,Delhi,Delhi,207,152.4,144.8,46.6,56.1,3.45,31.9,44.6,21,28.6,50.5,44,88,2778,Autumn,Poor,Limit outdoor activity
2025-11-23,Pune,Maharashtra,54,88.0,174.8,110.2,40.4,0.98,47.4,38.7,55,17.2,43.9,80,56,14841,Winter,Satisfactory,Normal
2023-12-15,Hyderabad,Telangana,364,166.0,199.7,7.0,2.7,2.23,22.8,28.9,20,15.7,38.2,49,73,8353,Winter,Very Poor,Stay indoors
2025-10-29,Chennai,Tamil Nadu,328,82.3,324.7,64.5,19.3,2.87,122.1,30.8,37,12.7,61.9,92,38,914,Summer,Very Poor,Stay indoors
2025-09-17,Delhi,Delhi,46,198.6,28.1,55.3,34.9,0.72,40.9,27.4,56,12.1,97.5,36,22,5214,Summer,Good,Normal
2023-07-12,Chennai,Tamil Nadu,234,39.8,315.1,109.1,46.5,1.76,115.3,18.2,37,10.3,49.5,21,21,24659,Autumn,Poor,Limit outdoor activity
2024-07-01,Patna,Bihar,102,87.7,87.7,14.3,72.1,1.46,165.9,20.2,30,11.9,17.4,63,78,3085,Autumn,Moderate,Sensitive groups caution
2025-06-15,Patna,Bihar,304,186.0,122.9,59.3,73.8,1.06,21.7,11.6,94,28.9,74.5,38,23,25279,Summer,Very Poor,Stay indoors
2025-07-16,Chandigarh,Chandigarh,91,211.7,104.3,76.1,36.4,3.2,53.8,11.1,87,21.4,71.9,43,12,10167,Summer,Satisfactory,Normal
2023-06-28,Chandigarh,Chandigarh,277,118.4,309.5,6.3,13.5,2.33,128.6,41.3,41,28.9,38.0,29,29,19420,Summer,Poor,Limit outdoor activity
2023-08-27,Pune,Maharashtra,326,28.8,131.8,92.8,13.1,3.13,138.7,38.8,26,16.2,86.1,41,86,8147,Monsoon,Very Poor,Stay indoors
2025-07-14,Delhi,Delhi,206,40.4,310.3,23.1,6.3,1.33,62.8,21.1,60,21.5,105.1,90,100,2701,Winter,Poor,Limit outdoor activity
2025-03-26,Jaipur,Rajasthan,328,208.7,191.8,81.4,16.0,1.51,137.3,31.7,23,2.4,118.3,81,35,1009,Winter,Very Poor,Stay indoors
2025-03-31,Ahmedabad,Gujarat,387,128.4,104.4,68.3,59.1,0.32,131.3,24.6,76,22.0,21.9,33,31,20356,Summer,Very Poor,Stay indoors
2025-11-22,Delhi,Delhi,282,119.6,310.3,95.9,54.9,0.38,149.2,25.2,83,13.1,101.5,30,15,13588,Monsoon,Poor,Limit outdoor activity
2025-03-15,Chennai,Tamil Nadu,244,125.0,58.0,119.2,13.4,2.75,114.3,16.7,36,14.0,59.6,99,42,2375,Summer,Poor,Limit outdoor activity
2024-05-29,Lucknow,Uttar Pradesh,322,67.4,306.6,59.1,51.9,2.96,164.4,14.6,64,8.4,46.6,77,67,17534,Autumn,Very Poor,Stay indoors
2023-03-15,Bengaluru,Karnataka,439,136.3,32.9,85.9,42.6,1.86,130.3,30.2,56,21.2,94.5,49,77,17655,Winter,Severe,Stay indoors
2025-12-10,Mumbai,Maharashtra,130,16.9,126.9,115.4,67.8,0.83,81.1,38.6,86,9.5,39.9,29,89,7281,Winter,Moderate,Sensitive groups caution
2025-02-26,Delhi,Delhi,242,36.8,310.0,110.7,28.6,2.96,149.2,32.4,79,10.9,21.1,37,13,21243,Monsoon,Poor,Limit outdoor activity
2024-01-10,Delhi,Delhi,50,132.0,271.7,102.1,73.8,3.47,16.1,36.0,53,3.9,71.3,30,97,15881,Monsoon,Good,Normal
2025-05-30,Delhi,Delhi,38,67.3,345.3,12.2,24.4,0.64,143.2,25.7,30,5.8,89.3,60,31,27123,Winter,Good,Normal
2024-09-18,Chandigarh,Chandigarh,189,177.9,284.2,45.5,9.9,2.6,16.8,39.8,75,16.4,26.4,35,16,25219,Summer,Moderate,Sensitive groups caution
2025-06-08,Chennai,Tamil Nadu,191,71.8,93.4,48.5,71.4,0.4,34.4,12.7,21,26.2,29.8,93,54,20233,Monsoon,Moderate,Sensitive groups caution
2023-02-17,Hyderabad,Telangana,315,87.8,227.2,11.1,11.8,1.86,126.2,18.0,68,20.2,82.3,70,57,26354,Winter,Very Poor,Stay indoors
2023-06-24,Kolkata,West Bengal,321,186.5,175.0,90.5,71.0,0.7,13.6,34.3,63,14.4,17.2,58,58,27307,Monsoon,Very Poor,Stay indoors
2024-07-19,Lucknow,Uttar Pradesh,112,85.9,113.9,68.1,71.3,1.15,82.1,37.5,46,11.6,20.9,86,53,23213,Autumn,Moderate,Sensitive groups caution
2025-07-19,Patna,Bihar,156,202.0,205.0,70.6,74.5,0.54,137.6,35.5,22,15.2,110.7,29,38,13699,Monsoon,Moderate,Sensitive groups caution
2024-03-07,Lucknow,Uttar Pradesh,170,62.4,50.0,46.2,68.8,3.43,146.0,15.0,55,16.9,3.5,93,51,20035,Autumn,Moderate,Sensitive groups caution
2023-06-17,Chennai,Tamil Nadu,447,203.4,20.4,77.8,15.3,1.72,125.6,39.3,48,20.4,23.0,67,87,19588,Summer,Severe,Stay indoors
2023-08-12,Chandigarh,Chandigarh,228,48.1,92.4,91.1,6.6,1.81,176.2,18.0,46,8.7,13.1,76,79,8962,Monsoon,Poor,Limit outdoor activity
2023-03-16,Delhi,Delhi,70,103.9,313.9,55.8,15.9,2.79,139.8,41.4,42,5.4,6.1,91,72,9450,Monsoon,Satisfactory,Normal
2024-04-15,Hyderabad,Telangana,68,37.0,291.1,40.3,35.3,1.15,175.8,36.2,80,1.6,93.8,78,55,29497,Monsoon,Satisfactory,Normal
2025-04-15,Delhi,Delhi,351,94.3,308.8,111.4,7.2,0.45,29.2,25.4,69,16.1,74.3,37,85,23180,Autumn,Very Poor,Stay indoors
2023-09-21,Chandigarh,Chandigarh,395,146.4,80.7,10.2,55.1,2.26,78.2,13.7,84,23.8,23.8,44,41,24046,Summer,Very Poor,Stay indoors
2025-10-23,Lucknow,Uttar Pradesh,425,44.1,35.1,38.8,44.3,3.28,31.4,11.5,76,18.1,14.8,55,51,14121,Monsoon,Severe,Stay indoors
2024-01-16,Pune,Maharashtra,312,80.8,188.1,59.2,51.1,2.83,13.8,21.4,74,22.8,56.9,91,18,26302,Summer,Very Poor,Stay indoors
2025-09-23,Jaipur,Rajasthan,63,71.2,241.6,95.0,50.7,3.19,52.5,19.9,71,11.4,67.7,49,74,8019,Summer,Satisfactory,Normal
2024-09-20,Lucknow,Uttar Pradesh,167,116.9,48.0,60.5,68.0,2.76,105.9,30.0,51,30.0,29.9,46,88,15669,Summer,Moderate,Sensitive groups caution
2024-02-19,Hyderabad,Telangana,125,25.5,105.2,68.7,46.3,3.21,92.0,17.1,51,22.6,36.9,74,51,5829,Winter,Moderate,Sensitive groups caution
2024-04-13,Hyderabad,Telangana,89,187.8,267.9,97.5,39.1,0.53,76.0,13.0,86,20.8,63.5,68,73,15006,Summer,Satisfactory,Normal
2023-10-31,Ahmedabad,Gujarat,352,161.9,194.5,73.0,42.0,1.4,48.9,18.9,33,14.1,13.5,86,79,1827,Winter,Very Poor,Stay indoors
2024-01-17,Bengaluru,Karnataka,90,229.1,196.0,21.5,33.9,2.84,92.1,44.2,50,16.9,95.6,81,72,13435,Winter,Satisfactory,Normal
2025-02-18,Hyderabad,Telangana,214,193.5,320.5,9.1,43.3,2.62,157.9,24.9,86,27.6,10.0,80,34,29960,Winter,Poor,Limit outdoor activity
2024-05-04,Delhi,Delhi,288,60.7,208.7,21.5,76.0,3.35,59.9,19.5,94,7.4,35.9,32,50,12696,Autumn,Poor,Limit outdoor activity
2025-01-31,Bengaluru,Karnataka,117,137.5,110.6,85.5,53.3,2.19,75.2,21.6,59,2.7,50.9,31,32,24701,Autumn,Moderate,Sensitive groups caution
2024-04-13,Kolkata,West Bengal,296,54.6,33.8,59.5,32.9,3.37,93.4,43.3,41,13.7,51.5,56,68,7909,Summer,Poor,Limit outdoor activity
2024-03-12,Bengaluru,Karnataka,303,17.5,188.8,41.8,38.2,3.05,173.6,33.9,34,17.3,5.7,40,68,6628,Monsoon,Very Poor,Stay indoors
2024-08-12,Kolkata,West Bengal,226,133.7,265.1,53.3,45.0,2.09,66.8,43.3,59,28.0,78.4,73,71,6607,Summer,Poor,Limit outdoor activity
2025-09-24,Patna,Bihar,260,226.3,283.6,112.2,5.4,1.66,158.6,16.6,59,7.4,13.9,47,27,14959,Monsoon,Poor,Limit outdoor activity
2025-08-29,Patna,Bihar,427,169.7,313.8,105.9,29.9,0.98,62.6,18.0,75,24.4,13.9,69,40,13745,Winter,Severe,Stay indoors
2025-01-28,Jaipur,Rajasthan,423,135.4,141.9,79.3,63.5,0.29,63.1,25.1,42,6.0,25.5,75,70,15452,Monsoon,Severe,Stay indoors
2025-04-08,Bengaluru,Karnataka,374,191.9,42.4,43.6,41.9,2.02,102.7,34.0,50,13.8,48.5,78,60,12395,Monsoon,Very Poor,Stay indoors
2024-01-26,Jaipur,Rajasthan,150,157.5,168.2,28.7,48.8,1.78,155.2,20.2,45,20.9,36.0,31,55,21881,Autumn,Moderate,Sensitive groups caution
2025-11-24,Jaipur,Rajasthan,317,201.6,278.6,111.2,53.5,1.57,162.9,12.1,75,18.8,10.8,25,85,10961,Monsoon,Very Poor,Stay indoors
